"","timestamp_ros","timestamp_sys...Y.m.d.H.M.S..f.","latitude","longitude","depth","distance_to_ocean_floor","velX","velY","velZ","roll","pitch","yaw","navMode","acousticAltimeter","forwardStereo","battery_volts","altitudeUsed","cotsNumFound","cotsNumMaybe","missionState","errorState","storeData","storeImageData"
"1201",1740497738,2.02502e+13,18.35057438,-64.69980589,4.7957,1.083434271,0.056600649,0.48785033,-0.047357719,5.283415748,-0.427472985,-24.66305481,2,1.054999948,2.923774481,16.48,1.054999948,0,0,1,0,1,1
"1211",1740497739,2.02502e+13,18.35058186,-64.69980864,4.7737,1.104219183,-0.275723204,0.929577188,0.039471315,4.234298316,-1.352011777,-25.22921622,2,1.07099998,2.923774481,16.76,1.07099998,0,0,1,0,1,1
"1221",1740497740,2.02502e+13,18.35058418,-64.69981325,4.7867,1.112407263,-0.460240049,-0.143467397,0.037124815,3.705399013,-1.128906236,-26.76148092,2,1.085000038,2.923774481,16.51,1.085000038,0,0,1,0,1,1
"1231",1740497741,2.02502e+13,18.35058525,-64.699814,4.8707,1.098378947,-0.465619281,0.883175505,0.087618091,2.258359101,-1.920896195,-27.79867283,3,1.097000003,2.923774481,16.73,1.097000003,0,0,1,0,1,1
"1241",1740497742,2.02502e+13,18.3505884,-64.69981512,4.8797,1.06031571,-0.089668063,0.137960634,-0.008506159,3.097156363,-1.263073504,-28.896551,2,1.105999947,2.976163149,16.76,1.105999947,0,0,1,0,1,1
"1251",1740497743,2.02502e+13,18.35059018,-64.69981569,4.8747,1.035845899,0.017845711,0.236282912,-0.007202847,1.770860791,-1.763640745,-31.27392897,2,1.095999956,2.811756372,16.62,1.095999956,0,0,1,0,1,1
"1261",1740497744,2.02502e+13,18.35059293,-64.69981672,4.8307,0.999058877,-0.530102103,0.83966985,-0.043435938,2.408713816,-1.418701554,-32.2651332,3,1.06400001,2.455164909,16.34,1.06400001,0,0,1,0,1,1
"1271",1740497745,2.02502e+13,18.35060047,-64.69982175,4.8137,0.999058877,-0.531323468,0.836517788,-0.01739745,3.738421282,0.204424994,-32.42213199,3,1.02699995,2.684654236,16.56,1.02699995,0,0,1,0,1,1
"1281",1740497746,2.02502e+13,18.35060799,-64.69982676,4.8487,0.999058877,-0.526502838,0.837345889,0.028420587,5.107321882,0.049259315,-32.16069958,3,1.014000058,2.684654236,16.62,1.014000058,0,0,1,0,1,1
"1291",1740497747,2.02502e+13,18.3506152,-64.69982854,4.8527,0.988323514,-0.500313306,0.860442819,-0.000118356,4.831804759,1.85916471,-30.17631035,3,1.00999999,2.684654236,16.76,1.00999999,0,0,1,0,1,1
"1301",1740497748,2.02502e+13,18.35061838,-64.69982911,4.8227,1.041943417,0.346536954,-0.156083976,-0.029999881,5.406938482,0.834681218,-27.75695402,2,1.014999986,2.684654236,16.78,1.014999986,0,0,1,0,1,1
"1311",1740497749,2.02502e+13,18.3506204,-64.69982963,4.7477,1.152734309,-1.1e-14,0,-0.080652074,6.11636231,1.112338646,-26.45197078,2,1.039999962,2.684654236,16.56,1.039999962,0,0,1,0,1,1
"1321",1740497750,2.02502e+13,18.3506206,-64.69983169,4.6557,1.200930678,-0.204114244,0.065404421,-0.061877103,5.160659275,0.353164315,-27.33128965,2,1.069000006,2.684654236,16.73,1.069000006,0,0,1,0,1,1
"1331",1740497751,2.02502e+13,18.35062773,-64.69983517,4.5407,1.176315762,-0.047805021,0.258903564,-0.113571581,4.670093142,-0.317744889,-29.10172996,2,1.093999982,2.684654236,16.53,1.093999982,0,0,1,0,1,1
"1341",1740497752,2.02502e+13,18.35063029,-64.69983497,4.5847,1.103949697,0.220944522,0.264258146,0.055099299,5.723043592,-1.771208384,-30.44380114,2,1.111999989,2.684654236,16.51,1.111999989,0,0,1,0,1,1
"1351",1740497753,2.02502e+13,18.35063234,-64.69983579,4.6467,1.0796266,-0.52219812,0.84740453,0.06741364,6.520833451,-2.964535386,-31.64273199,3,1.111999989,2.406128168,16.25,1.111999989,0,0,1,0,1,1
"1361",1740497754,2.02502e+13,18.35063748,-64.69983881,4.7917,1.07497924,0.212885548,0.099457492,0.140399932,4.637500748,-1.783739544,-34.14410526,2,1.10800004,2.81596899,16.37,1.10800004,0,0,1,0,1,1
"1371",1740497755,2.02502e+13,18.35063831,-64.69983892,4.8487,1.042503537,-0.364169867,0.284150359,0.051300829,3.784548981,-0.243214692,-35.29213752,2,1.092000008,2.81596899,16.59,1.092000008,0,0,1,0,1,1
"1381",1740497756,2.02502e+13,18.3506425,-64.69984021,4.8177,1.026587479,-0.580402341,0.80239259,-0.028860159,3.319488918,-1.102643616,-35.87971842,3,1.080000043,2.81596899,16.51,1.080000043,0,0,1,0,1,1
"1391",1740497757,2.02502e+13,18.35064618,-64.69984303,4.8267,1.026587479,-0.016314137,0.0219976,0.000116969,3.467165345,0.174829773,-36.56184965,3,1.07099998,2.81596899,16.62,1.07099998,0,0,1,0,1,1
"1401",1740497758,2.02502e+13,18.35064692,-64.69984347,4.7077,1.026587479,-0.081623118,0.186536233,-0.095450376,3.374718702,-0.402372698,-23.63287067,3,1.06099999,2.907585144,16.78,1.06099999,0,0,1,0,1,1
"1411",1740497759,2.02502e+13,18.35064877,-64.69984397,4.6467,0.97040247,-0.015207204,0.131635488,-0.072414462,5.65726842,1.093091272,10.71093785,2,1.055999994,2.719895363,16.7,1.055999994,0,0,1,0,1,1
"1421",1740497760,2.02502e+13,18.35064995,-64.69984391,4.6377,1.024953285,0.003616113,0.200672018,0.001070401,4.099194565,-0.744145427,49.62339153,2,1.065000057,2.719895363,16.42,1.065000057,0,0,1,0,1,1
"1431",1740497761,2.02502e+13,18.35065284,-64.69984009,4.7127,1.066854226,0.287894258,0.260379794,0.07031682,1.492976793,-4.320703655,57.56245622,2,1.07099998,2.839524508,16.42,1.07099998,0,0,1,0,1,1
"1441",1740497762,2.02502e+13,18.35065464,-64.69983696,4.7647,1.075484642,0.273704867,0.815030476,0.05183658,4.507507688,-1.755945574,51.27699971,2,1.065000057,3.264621496,16.64,1.065000057,0,0,1,0,1,1
"1451",1740497763,2.02502e+13,18.35065934,-64.69983126,4.7257,1.075484642,0.743331776,0.662182077,-0.058512859,4.315351773,0.372195364,48.30441665,3,1.047999978,2.927385807,16.42,1.047999978,0,0,1,0,1,1
"1461",1740497764,2.02502e+13,18.35066536,-64.6998243,4.6637,1.075484642,0.731182604,0.671488576,-0.076871588,4.943970165,1.335159987,47.43690547,3,1.029999971,3.013231754,16.48,1.029999971,0,0,1,0,1,1
"1471",1740497765,2.02502e+13,18.35067144,-64.69981742,4.6117,1.075484642,0.722906631,0.676968223,-0.071793784,4.80712685,1.274269789,46.87956525,3,1.008999944,3.013231754,16.37,1.008999944,0,0,1,0,1,1
"1481",1740497766,2.02502e+13,18.35067751,-64.69981056,4.5987,1.075484642,0.724048537,0.67431332,-0.027828574,5.479502011,2.12792037,47.03698409,3,0.971000016,3.013231754,16.51,0.971000016,0,0,1,0,1,1
"1491",1740497767,2.02502e+13,18.35068347,-64.69980359,4.5587,1.075484642,0.749876621,0.650722324,-0.036524039,5.044765011,1.816939825,49.04947102,3,0.948000014,3.013231754,16.53,0.948000014,0,0,1,0,1,1
"1501",1740497768,2.02502e+13,18.3506892,-64.69979635,4.5407,1.075484642,0.770120381,0.6306859,0.0186603,5.207015359,2.787771095,50.68444302,3,0.933000028,3.013231754,16.62,0.933000028,0,0,1,0,1,1
"1511",1740497769,2.02502e+13,18.35069481,-64.69978899,4.5147,1.075484642,0.785748705,0.613951049,-0.040113523,3.598683246,2.247374658,51.9974432,3,0.941999972,3.013231754,16.53,0.941999972,0,0,1,0,1,1
"1521",1740497770,2.02502e+13,18.35070025,-64.69978147,4.4177,1.075484642,0.799347994,0.598920784,-0.100569209,3.804991745,1.416050906,53.15720632,3,0.961000025,3.013231754,16.48,0.961000025,0,0,1,0,1,1
"1531",1740497771,2.02502e+13,18.35070566,-64.69977391,4.3477,1.075484642,0.79652066,0.602502402,-0.069465575,4.35168455,1.318995271,52.89550923,3,0.989000022,3.013231754,16.48,0.989000022,0,0,1,0,1,1
"1541",1740497772,2.02502e+13,18.35071009,-64.69976908,4.3127,1.008913646,0.800914967,0.596960009,-0.042978354,3.845061918,-0.602366338,53.30110479,3,1.026000023,3.013231754,16.7,1.026000023,0,0,1,0,1,1
"1551",1740497773,2.02502e+13,18.35071548,-64.69976151,4.2777,1.008913646,0.792635287,0.607253811,-0.005308481,3.661529546,-0.780039472,52.54356824,3,1.049000025,3.013231754,16.67,1.049000025,0,0,1,0,1,1
"1561",1740497774,2.02502e+13,18.35072106,-64.69975412,4.2427,1.008913646,0.769448177,0.632325692,-0.043522265,3.031259955,-1.684740933,50.58695569,3,1.06099999,3.013231754,16.59,1.06099999,0,0,1,0,1,1
"1571",1740497775,2.02502e+13,18.35072686,-64.69974695,4.2947,1.008913646,0.74705184,0.652906055,0.039573478,2.993824529,-0.957012298,48.84730931,3,1.055999994,3.013231754,16.51,1.055999994,0,0,1,0,1,1
"1581",1740497776,2.02502e+13,18.35073274,-64.69973989,4.3347,1.008913646,0.745825687,0.652809703,0.046657555,4.328892201,-0.086580656,48.80485966,3,1.041000009,3.013231754,16.51,1.041000009,0,0,1,0,1,1
"1591",1740497777,2.02502e+13,18.35073854,-64.69973274,4.3037,1.008913646,0.759970813,0.639559539,-0.015392696,5.051028296,-1.057141306,49.91746031,3,1.023000002,3.013231754,16.59,1.023000002,0,0,1,0,1,1
"1601",1740497778,2.02502e+13,18.35074429,-64.69972554,4.3387,1.008913646,0.76074458,0.638370308,0.051254035,4.583937105,-0.759318218,49.99870032,3,0.998000026,3.013231754,16.45,0.998000026,0,0,1,0,1,1
"1611",1740497779,2.02502e+13,18.35075007,-64.69971839,4.2907,1.008913646,0.747259181,0.650022378,-0.047974475,3.415065497,0.745580942,48.98081223,3,0.966000021,3.013231754,16.59,0.966000021,0,0,1,0,1,1
"1621",1740497780,2.02502e+13,18.35075591,-64.6997113,4.2507,1.008913646,0.744084359,0.652368443,-0.039496327,2.425224951,0.623957,48.75768012,3,0.954999983,3.013231754,16.59,0.954999983,0,0,1,0,1,1
"1631",1740497781,2.02502e+13,18.35076184,-64.69970434,4.1677,1.008913646,0.728840428,0.66322181,-0.089387851,1.437243924,1.981574123,47.69881088,3,0.943000019,2.824518442,16.23,0.943000019,0,0,1,0,1,1
"1641",1740497782,2.02502e+13,18.35076774,-64.69969738,4.0927,1.008913646,0.744433526,0.64775825,-0.127051562,2.062454051,2.301529967,48.97232059,3,0.938000023,2.860055923,16.48,0.938000023,0,0,1,0,1,1
"1651",1740497783,2.02502e+13,18.35077348,-64.69969022,4.0137,1.008913646,0.758438609,0.635908706,-0.115266763,4.243392289,1.829280914,50.02205104,3,0.939999998,2.860055923,16.23,0.939999998,0,0,1,0,1,1
"1661",1740497784,2.02502e+13,18.35077918,-64.699683,3.9347,1.008913646,0.766039269,0.628538345,-0.083051563,5.270288119,0.86269717,50.63100018,3,0.950999975,2.860055923,16.39,0.950999975,0,0,1,0,1,1
"1671",1740497785,2.02502e+13,18.35078481,-64.69967572,3.9657,1.008913646,0.767661832,0.62708655,0.002045705,3.913463298,0.119272728,50.75536602,3,0.967999995,2.674620867,16.51,0.967999995,0,0,1,0,1,1
"1681",1740497786,2.02502e+13,18.35079046,-64.69966846,3.9387,1.008913646,0.769426368,0.624746896,-0.028466554,3.749639445,1.013402573,50.92464549,3,0.978999972,2.674620867,16.56,0.978999972,0,0,1,0,1,1
"1691",1740497787,2.02502e+13,18.35079599,-64.69966108,3.9347,1.008913646,0.784631954,0.610253431,-0.004976981,4.208898541,0.173231669,52.12575688,3,0.991999984,2.674620867,16.48,0.991999984,0,0,1,0,1,1
"1701",1740497788,2.02502e+13,18.35080143,-64.6996536,3.8737,1.008913646,0.79674823,0.597007176,-0.060638343,5.104778489,-0.065013366,53.15562683,3,0.996999979,2.666447401,16.31,0.996999979,0,0,1,0,1,1
"1711",1740497789,2.02502e+13,18.35080666,-64.69964592,3.9037,1.008913646,0.815808978,0.575328353,0.035513672,4.991431459,0.415803256,54.80759747,3,0.991999984,2.8567729,16.45,0.991999984,0,0,1,0,1,1
"1721",1740497790,2.02502e+13,18.35081185,-64.6996382,3.8557,1.008913646,0.810968453,0.582243638,-0.053006954,4.996011957,0.14469198,54.32315076,3,0.98299998,2.8567729,16.34,0.98299998,0,0,1,0,1,1
"1731",1740497791,2.02502e+13,18.35081715,-64.69963057,3.8077,1.008913646,0.801126638,0.5941351,-0.071122076,3.30163992,1.172030038,53.43848385,3,0.966000021,2.8567729,16.51,0.966000021,0,0,1,0,1,1
"1741",1740497792,2.02502e+13,18.35082247,-64.69962296,3.7367,1.008913646,0.803523819,0.59182144,-0.026858207,3.271111525,0.497029308,53.62716448,3,0.948000014,2.854684114,16.59,0.948000014,0,0,1,0,1,1
"1751",1740497793,2.02502e+13,18.35082777,-64.69961533,3.6707,1.008913646,0.80736481,0.587222456,-0.070281539,2.516821449,0.879547573,53.97041576,3,0.936999977,2.854684114,16.67,0.936999977,0,0,1,0,1,1
"1761",1740497794,2.02502e+13,18.350833,-64.69960763,3.6537,1.008913646,0.816324398,0.576206864,-0.025505043,3.124702526,1.011198983,54.78346299,3,0.927999973,2.854684114,16.56,0.927999973,0,0,1,0,1,1
"1771",1740497795,2.02502e+13,18.35083818,-64.6995999,3.6007,1.008913646,0.8174844,0.574909666,-0.054743075,5.0466177,1.164622055,54.88257077,3,0.924000025,2.854684114,16.56,0.924000025,0,0,1,0,1,1
"1781",1740497796,2.02502e+13,18.3508433,-64.69959211,3.5477,1.008913646,0.829473727,0.558411266,-0.052399364,3.963319428,0.878009179,56.05112606,3,0.916000009,2.854684114,16.62,0.916000009,0,0,1,0,1,1
"1791",1740497797,2.02502e+13,18.35084824,-64.6995842,3.5127,1.008913646,0.840067918,0.541886793,-0.037059361,4.409004372,0.924751275,57.17593397,3,0.922999978,2.876301765,16.48,0.922999978,0,0,1,0,1,1
"1801",1740497798,2.02502e+13,18.35084978,-64.69958225,3.4337,0.944899025,0,0,-0.089945236,5.055741555,1.268112798,57.23644263,2,0.927999973,2.876301765,16.37,0.927999973,0,0,1,0,1,1
"1811",1740497799,2.02502e+13,18.35085474,-64.69957435,3.2937,0.944899025,0.828305856,0.560066318,-0.143507421,4.486128761,0.598581451,55.9350811,3,0.931999981,2.876301765,16.95,0.931999981,0,0,1,0,1,1
"1821",1740497800,2.02502e+13,18.35085982,-64.69956653,3.1967,0.944899025,0.826898479,0.562048233,-0.086706514,3.44210153,0.934561778,55.79582033,3,0.930000007,2.876301765,16.48,0.930000007,0,0,1,0,1,1
"1831",1740497801,2.02502e+13,18.35086484,-64.69955867,3.2097,0.944899025,0.827790162,0.560400524,0.012760873,3.887841542,-0.047115916,55.90265648,3,0.925000012,2.876301765,16.53,0.925000012,0,0,1,0,1,1
"1841",1740497802,2.02502e+13,18.35086995,-64.69955088,3.1787,0.944899025,0.821781892,0.569394425,-0.040745155,3.787755756,0.934414182,55.28279097,3,0.930000007,2.876301765,16.56,0.930000007,0,0,1,0,1,1
"1851",1740497803,2.02502e+13,18.35087509,-64.6995431,3.0997,0.944899025,0.817374995,0.575727575,-0.088653409,3.229830701,0.910462941,54.84062315,3,0.92900002,2.876301765,16.39,0.92900002,0,0,1,0,1,1
"1861",1740497804,2.02502e+13,18.35088027,-64.69953536,3.0117,0.944899025,0.817285422,0.575561616,-0.109553216,4.078679657,1.067533549,54.84544356,3,0.940999985,2.876301765,16.34,0.940999985,0,0,1,0,1,1
"1871",1740497805,2.02502e+13,18.35088545,-64.69952762,2.8807,0.944899025,0.820859795,0.570087396,-0.136807566,4.768026564,0.170039568,55.22002834,3,0.92900002,2.876301765,16.56,0.92900002,0,0,1,0,1,1
"1881",1740497806,2.02502e+13,18.35089052,-64.69951981,2.8317,0.944899025,0.822829867,0.566260392,-0.052073611,5.009793576,1.24896649,55.4647968,3,0.917999983,2.838937283,16.48,0.917999983,0,0,1,0,1,1
"1891",1740497807,2.02502e+13,18.35089557,-64.69951199,2.7747,0.944899025,0.829465034,0.554682584,-0.05530685,5.807793463,0.949021827,56.22845149,3,0.912999988,2.586902142,16.64,0.912999988,0,0,1,0,1,1
"1901",1740497808,2.02502e+13,18.35090046,-64.69950407,2.7577,0.944899025,0.840629155,0.532808225,-0.01381419,7.465442975,1.087008987,57.63264839,3,0.907000005,2.382629633,16.48,0.907000005,0,0,1,0,1,1
"1911",1740497809,2.02502e+13,18.35090439,-64.69949724,2.7357,0.944899025,0.429000205,0.244868083,-0.026295824,9.504160402,2.394973819,60.28282421,3,0.899999976,2.596312284,16.59,0.899999976,0,0,1,0,1,1
"1921",1740497810,2.02502e+13,18.35090647,-64.69949313,2.6557,0.944899025,0.435849173,0.219284425,-0.101819747,5.95000531,4.83000543,63.29214089,3,0.887000024,2.466533422,16.7,0.887000024,0,0,1,0,1,1
"1931",1740497811,2.02502e+13,18.35090837,-64.699489,2.4457,0.944899025,0.436038207,0.210843361,-0.22839493,5.372681229,3.233048788,64.19424442,3,0.893999994,2.664388657,16.7,0.893999994,0,0,1,0,1,1
"1941",1740497812,2.02502e+13,18.35091077,-64.69948408,2.1857,0.944899025,0.857923182,0.466616936,-0.241068252,2.865606037,-3.255605496,61.45863828,3,0.902999997,2.621238232,16.73,0.902999997,0,0,1,0,1,1
"1951",1740497813,2.02502e+13,18.35091331,-64.69947845,2.1377,0.928645392,0.347394397,0.019181408,-0.065852949,1.732876815,-6.359534207,55.5154717,2,0.897000015,2.498345613,16.7,0.897000015,0,0,1,0,1,1
"1961",1740497814,2.02502e+13,18.35091527,-64.69947626,2.2167,0.912206156,1.35e-14,0,0.066329611,1.652327938,-2.44492429,50.41117901,2,0.888999999,2.38259244,16.34,0.888999999,0,0,1,0,1,1
"1971",1740497815,2.02502e+13,18.35092058,-64.69946983,2.2167,0.912206156,0.748282314,0.662861345,0.005654696,3.084033857,2.474102869,48.46408433,3,0.913999975,2.559556246,16.73,0.913999975,0,0,1,0,1,1
"1981",1740497816,2.02502e+13,18.35092666,-64.69946286,2.0807,0.912206156,0.727476107,0.682507292,-0.144939612,6.419207457,4.833067917,46.82674055,3,0.941999972,2.880422592,16.37,0.941999972,0,0,1,0,1,1
"1991",1740497817,2.02502e+13,18.35093243,-64.69945913,1.8917,1.107527924,-0.090539044,0.52369534,-0.212711826,9.622657396,2.549825575,46.92047127,2,0.952000022,2.880422592,16.76,0.952000022,0,0,1,0,1,1
"2001",1740497818,2.02502e+13,18.35093783,-64.69945279,1.8297,1.107527924,0.754629833,0.654871002,-0.045058799,10.52515879,0.829177044,49.04843284,3,0.958000004,2.165776491,16.53,0.958000004,0,0,1,0,1,1
"2011",1740497819,2.02502e+13,18.35094346,-64.69944541,1.7687,1.107527924,0.798117857,0.601543861,-0.05383991,13.21476786,1.893128265,52.99457433,3,0.953000009,0.949807107,16.64,0.953000009,0,0,1,0,1,1
"2021",1740497820,2.02502e+13,18.35094782,-64.69943882,1.6327,1.107527924,0.827870052,0.551187784,-0.117740716,13.2676916,3.39288509,56.34473209,3,0.947000027,1.518808365,16.53,0.947000027,0,0,1,0,1,1
"2031",1740497821,2.02502e+13,18.35094946,-64.69943603,1.4967,1.107527924,0.429271178,0.242349066,-0.112404153,5.043946241,1.626240021,60.55271411,3,0.855000019,2.235935211,16.7,0.855000019,0,0,1,0,1,1
"2041",1740497822,2.02502e+13,18.35095142,-64.69943192,1.3557,1.107527924,0.430670715,0.220971013,-0.154442102,2.915711042,-0.139317179,62.83830881,3,0.759000003,2.177120924,16.73,0.759000003,0,0,1,0,1,1
"2051",1740497823,2.02502e+13,18.35095364,-64.69942793,1.2637,1.107527924,0.414079821,0.265538475,-0.096874307,-0.726267134,-0.843517992,57.32903783,3,0.694000006,2.240284443,16.67,0.694000006,0,0,1,0,1,1
"2061",1740497824,2.02502e+13,18.35095615,-64.69942407,1.1887,1.107527924,0.401579569,0.288702837,-0.08520311,0.969451357,-2.177219839,54.28697636,3,0.63499999,2.360186577,16.64,0.63499999,0,0,1,0,1,1
"2071",1740497825,2.02502e+13,18.3509599,-64.69941972,1.0477,0.96767491,0.741914278,0.667195158,-0.109674055,-1.419521711,-3.535834384,48.03532759,3,0.685000002,2.482823849,16.48,0.96767491,0,0,1,0,1,1
"2081",1740497826,2.02502e+13,18.35096108,-64.69942081,0.9997,1.046072446,0,0,-0.047695965,-0.777879904,-4.27165733,57.45340879,3,0.74000001,2.10431838,16.78,1.046072446,0,0,1,0,1,1
"2091",1740497827,2.02502e+13,18.35096159,-64.69942093,0.9647,1.006428878,-0.023566028,0.104000724,-0.037630164,-7.438936709,4.337096115,117.8410931,2,0.822000027,1.361397862,16.56,1.006428878,0,0,1,0,1,1
"2101",1740497828,2.02502e+13,18.35096186,-64.69942021,0.8857,1.113465883,0.029384834,-0.070318155,-0.07727715,7.940733811,4.974668889,-177.9996785,2,0.888999999,1.732094169,16.67,1.113465883,0,0,1,0,1,1
"2111",1740497829,2.02502e+13,18.35096103,-64.69942137,0.8287,1.104347456,-0.086528932,-0.026158771,-0.065227767,10.65191861,-6.343699262,-126.8285318,2,0.950999975,2.326469421,16.73,1.104347456,0,0,1,0,1,1
"2121",1740497830,2.02502e+13,18.35096018,-64.69942472,0.8987,1.162364119,-0.436147802,-0.12622787,0.072742451,4.903064148,-5.657053696,-118.4574217,2,1.023000002,2.232008457,16.42,1.023000002,0,0,1,0,1,1
"2131",1740497831,2.02502e+13,18.35095809,-64.69942728,0.8897,1.088759212,-0.744409712,-0.622305426,-0.009160601,2.437345126,-0.426946446,-129.8947141,3,1.065000057,2.124903679,16.45,1.065000057,0,0,1,0,1,1
"2141",1740497832,2.02502e+13,18.35095488,-64.69943114,0.8287,1.130538036,0,1.92e-14,-0.069792137,-1.719098184,4.205155169,-136.3011197,2,1.090999961,1.162432075,16.37,1.090999961,0,0,1,0,1,1
"2151",1740497833,2.02502e+13,18.35095295,-64.69943317,0.7627,1.224068602,-0.292239248,-0.336348194,-0.069358797,1.306930911,-1.755963289,-140.3519561,2,1.110999942,2.415207863,16.53,1.110999942,0,0,1,0,1,1
"2161",1740497834,2.02502e+13,18.35094997,-64.69943818,0.7227,1.194359924,-0.572558332,-0.819780816,-0.049001539,1.294316401,-0.132811849,-145.0685039,3,1.215000033,1.827742934,16.23,1.215000033,0,0,1,0,1,1
"2171",1740497835,2.02502e+13,18.35094238,-64.69944323,0.6917,1.194359924,-0.504063596,-0.858568164,-0.031245852,0.906773677,-2.047297642,-149.5829464,3,1.355000019,2.508609056,16.62,1.355000019,0,0,1,0,1,1
"2181",1740497836,2.02502e+13,18.35093454,-64.69944765,0.7407,1.194359924,-0.449935372,-0.873753848,0.069518163,0.708134683,-6.259912874,-152.7540677,3,1.467000008,2.321249962,16.42,1.467000008,0,0,1,0,1,1
"2191",1740497837,2.02502e+13,18.35092755,-64.69945147,1.0127,1.965534697,-0.155193639,-0.494974347,0.272843976,2.242041559,-9.659069148,-154.6716987,2,1.575999975,2.56309247,16.28,1.575999975,0,0,1,0,1,1
"2201",1740497838,2.02502e+13,18.35092622,-64.69945265,1.3027,1.787166393,-0.234858768,-0.658471454,0.272545981,2.320581506,-10.93241835,-156.8871533,2,1.73300004,2.56309247,16.48,1.73300004,0,0,1,0,1,1
"2211",1740497839,2.02502e+13,18.35092418,-64.69945348,1.5317,1.647790674,-0.33202768,-0.879852166,0.234619672,0.783577244,-13.95785941,-159.3251765,3,1.717000008,2.56309247,16.14,1.717000008,0,0,1,0,1,1
