"","timestamp_ros","timestamp_sys...Y.m.d.H.M.S..f.","latitude","longitude","depth","distance_to_ocean_floor","velX","velY","velZ","roll","pitch","yaw","navMode","acousticAltimeter","forwardStereo","battery_volts","altitudeUsed","cotsNumFound","cotsNumMaybe","missionState","errorState","storeData","storeImageData"
"4231",1740498041,2.02502e+13,18.350608,-64.69958103,4.9977,1.074479153,0.759148602,0.636912512,-0.057084549,8.429602214,-2.159874141,50.00395103,3,1.144999981,2.788354158,16.53,1.144999981,0,0,1,0,1,1
"4241",1740498042,2.02502e+13,18.35060961,-64.69957222,4.9717,1.001084357,0.754007362,0.626285654,-0.010066025,6.87357272,-3.11223764,50.28667486,3,1.123999953,2.788354158,16.23,1.123999953,0,0,1,0,1,1
"4251",1740498043,2.02502e+13,18.35061261,-64.69956921,5.0377,1.01486792,0,0,0.053373682,6.505664449,-1.323641189,50.64534359,2,1.105999947,2.882514477,16.45,1.105999947,0,0,1,0,1,1
"4261",1740498044,2.02502e+13,18.35061477,-64.69956613,5.0947,1.003059564,0,-1.73e-14,0.060617644,4.974773903,-0.117985023,49.72624739,2,1.093999982,2.882514477,16.39,1.093999982,0,0,1,0,1,1
"4271",1740498045,2.02502e+13,18.35062048,-64.69956139,5.0287,1.135427766,0.728554571,0.669791169,-0.084897817,5.523626329,0.345624371,47.4063711,3,1.095999956,2.882514477,16.48,1.095999956,0,0,1,0,1,1
"4281",1740498046,2.02502e+13,18.35062373,-64.69955813,4.9367,1.103627224,0.715887451,0.689315594,-0.136455674,4.037220394,-0.170145649,46.08332884,3,1.103999972,2.882514477,16.28,1.103999972,0,0,1,0,1,1
"4291",1740498047,2.02502e+13,18.35062998,-64.69955141,4.8667,1.103627224,0.705859133,0.700569624,-0.067406093,4.648011133,0.483977986,45.21550176,3,1.126999974,2.882514477,16.09,1.126999974,0,0,1,0,1,1
"4301",1740498048,2.02502e+13,18.35063174,-64.69955112,4.7867,1.138697347,0,0,-0.087435208,6.131498015,-0.43386527,44.68356303,2,1.154000044,2.882514477,16.12,1.154000044,0,0,1,0,1,1
"4311",1740498049,2.02502e+13,18.35063663,-64.69954771,4.8137,1.126774296,0.070623685,0.216828257,0.030444385,6.875991462,-1.203169949,46.15205081,2,1.167000055,2.882514477,16.37,1.167000055,0,0,1,0,1,1
"4321",1740498050,2.02502e+13,18.35063754,-64.69954547,4.8357,1.115963499,0.741133771,0.655553488,0.013701505,7.804832635,-2.590485706,48.50636151,3,1.177999973,2.882514477,16.14,1.177999973,0,0,1,0,1,1
"4331",1740498051,2.02502e+13,18.35064374,-64.69954058,4.8707,1.171079178,0.16638561,0.496990767,0.036300967,8.92784164,-0.958697648,50.34451975,2,1.177999973,2.882514477,16.45,1.177999973,0,0,1,0,1,1
"4341",1740498052,2.02502e+13,18.3506436,-64.69953836,4.8397,1.169504189,0.754910982,0.628840657,-0.035971495,8.748724988,-3.273424399,50.20572855,3,1.177000046,2.882514477,16.17,1.177000046,0,0,1,0,1,1
"4351",1740498053,2.02502e+13,18.35064535,-64.69953792,4.8487,1.121102872,-0.086152893,0.166129981,-0.007777388,5.155321053,-1.760461931,48.21407541,2,1.149000049,2.603909969,16.28,1.149000049,0,0,1,0,1,1
"4361",1740498054,2.02502e+13,18.35064886,-64.69953472,4.8667,1.022961495,0.2008989,0.107118173,0.011208611,3.332207589,-3.453302404,46.97929971,2,1.123000026,2.518041372,16.45,1.123000026,0,0,1,0,1,1
"4371",1740498055,2.02502e+13,18.35065198,-64.69953134,4.9497,0.982019307,0.709855664,0.698936919,0.092851444,2.756932139,-0.8331996,45.44407413,3,1.100000024,2.808657169,16.53,1.100000024,0,0,1,0,1,1
"4381",1740498056,2.02502e+13,18.35065832,-64.69952466,4.9407,0.982019307,0.700513088,0.709562137,-0.008871107,3.230209776,-1.685889259,44.63232976,3,1.074000001,2.67283535,16.53,1.074000001,0,0,1,0,1,1
"4391",1740498057,2.02502e+13,18.3506566,-64.69952553,4.8837,0.976689861,0.448890518,-0.232529986,-0.079592697,3.545188331,2.150566511,43.93899359,2,1.046000004,2.903179407,16.51,1.046000004,0,0,1,0,1,1
"4401",1740498058,2.02502e+13,18.35065818,-64.69952388,4.8007,1.041763817,-0.242965972,-0.275067162,-0.062226283,5.146013637,1.551846001,43.52371453,2,1.032999992,2.903179407,16.39,1.032999992,0,0,1,0,1,1
"4411",1740498059,2.02502e+13,18.35065484,-64.69952666,4.6337,1.075045417,0.014499353,-0.792793486,-0.190315573,7.547689581,2.112111038,44.30397854,2,1.039999962,2.903179407,16.17,1.039999962,0,0,1,0,1,1
"4421",1740498060,2.02502e+13,18.35065734,-64.69952605,4.5677,1.084685433,0.719967576,0.687795136,-0.072217,8.859944413,1.143821133,46.30920327,3,1.05400002,2.903179407,16.45,1.05400002,0,0,1,0,1,1
"4431",1740498061,2.02502e+13,18.35066135,-64.69952028,4.5187,1.125500734,0.746277578,0.648145643,-0.048056499,8.540720894,0.126486584,49.02554657,3,1.092000008,2.903179407,16.31,1.092000008,0,0,1,0,1,1
"4441",1740498062,2.02502e+13,18.35066441,-64.69951873,4.5277,1.146561006,0.757636341,0.63202089,0.048754077,7.929452042,-1.215530141,50.16512477,3,1.123000026,2.903179407,16.45,1.123000026,0,0,1,0,1,1
"4451",1740498063,2.02502e+13,18.35066317,-64.69951823,4.5497,1.166276276,-0.303223902,-0.764453901,0.008263316,6.431761349,-2.316757026,50.25834664,2,1.149999976,2.903179407,16.31,1.149999976,0,0,1,0,1,1
"4461",1740498064,2.02502e+13,18.3506677,-64.6995125,4.5367,1.206269319,0.753196569,0.631446155,0.017446279,4.9112655,-1.843387181,50.02506144,3,1.164000034,2.903179407,16.42,1.164000034,0,0,1,0,1,1
"4471",1740498065,2.02502e+13,18.35066979,-64.69951002,4.5937,1.030934212,-0.384885922,0.314678856,0.092188542,2.613577089,-3.200698226,47.21941168,2,1.156000018,2.429522753,16.28,1.156000018,0,0,1,0,1,1
"4481",1740498066,2.02502e+13,18.35067243,-64.69950759,4.6157,1.018679618,0.077074203,0.137482917,0.02262066,1.123803016,-2.626468009,43.8380058,2,1.139000058,2.447294474,16.28,1.139000058,0,0,1,0,1,1
"4491",1740498067,2.02502e+13,18.35067174,-64.69950784,4.5767,0.939400546,0,1.51e-14,-0.043810025,1.552187297,-0.673320929,40.98137036,2,1.092000008,2.592308044,16.7,1.092000008,0,0,1,0,1,1
"4501",1740498068,2.02502e+13,18.35067794,-64.69950237,4.4927,0.939400546,0.640193246,0.768208107,-0.080031075,2.007783916,-0.040247811,39.80645788,3,1.046000004,3.31456089,16.34,1.046000004,0,0,1,0,1,1
"4511",1740498069,2.02502e+13,18.35067866,-64.69949979,4.4747,0.877101632,0.640452567,0.768690312,-0.024271951,3.411369937,0.304376043,39.80018776,3,1.003000021,3.200336695,16.45,1.003000021,0,0,1,0,1,1
"4521",1740498070,2.02502e+13,18.35068314,-64.69949804,4.4747,0.889383073,0.652898974,0.756986548,-0.031251972,5.627856334,2.330156581,40.77770088,3,0.973999977,2.573360682,16.67,0.973999977,0,0,1,0,1,1
"4531",1740498071,2.02502e+13,18.35068982,-64.69949171,4.3957,0.889383073,0.683288641,0.727633993,-0.121395413,8.908379009,3.558585966,43.19979952,3,0.980000019,2.573360682,16.14,0.980000019,0,0,1,0,1,1
"4541",1740498072,2.02502e+13,18.35069621,-64.69948509,4.2647,0.889383073,0.70638356,0.702967034,-0.147689461,11.76216967,1.501353169,45.13891141,3,1.00999999,2.573360682,16.48,1.00999999,0,0,1,0,1,1
"4551",1740498073,2.02502e+13,18.35069789,-64.6994844,4.1457,1.140285842,-0.213218628,0.003602572,-0.126128431,9.677837661,0.556238745,47.31539295,2,1.041000009,2.573360682,16.39,1.041000009,0,0,1,0,1,1
"4561",1740498074,2.02502e+13,18.3506997,-64.69948479,4.0797,1.18749562,0.067529005,0.338584368,-0.065454174,9.027039074,-0.735163192,49.75526375,2,1.082999945,2.573360682,16.31,1.082999945,0,0,1,0,1,1
"4571",1740498075,2.02502e+13,18.35070179,-64.69948354,4.1057,1.085328473,0.779953883,0.603371246,0.026836905,7.699075655,-0.663274038,52.27453212,3,1.10800004,2.638417959,16.31,1.10800004,0,0,1,0,1,1
"4581",1740498076,2.02502e+13,18.35070429,-64.69947766,4.1107,1.053360158,0.160004679,0.220875236,-0.020762023,7.08133605,-2.429544193,53.59155869,2,1.118000031,2.505923748,16.2,1.118000031,0,0,1,0,1,1
"4591",1740498077,2.02502e+13,18.35070635,-64.69947204,4.1987,1.070550917,0.771622529,0.595796752,0.043420376,4.465613854,-1.139766347,52.32703238,3,1.116000056,2.396615505,16.62,1.116000056,0,0,1,0,1,1
"4601",1740498078,2.02502e+13,18.35071132,-64.6994678,4.2207,1.017999538,0.003553717,0.714692017,0.010697478,3.184944816,-1.802489061,49.96695359,2,1.098999977,2.801624775,16.45,1.098999977,0,0,1,0,1,1
"4611",1740498079,2.02502e+13,18.35071715,-64.69946082,4.1807,0.945871472,0.216239904,0.178510893,-0.033208173,1.031797346,-0.52936637,46.13934665,2,1.044999957,2.98496151,16.51,1.044999957,0,0,1,0,1,1
"4621",1740498080,2.02502e+13,18.3507204,-64.69945757,4.1237,0.908868,0.675416749,0.735428925,-0.064556663,-0.117334741,-0.036961342,42.56433215,3,1.011000037,2.628508091,16.48,1.011000037,0,0,1,0,1,1
"4631",1740498081,2.02502e+13,18.35072718,-64.69945136,4.0707,0.908868,0.63462968,0.772645851,-0.061608429,-0.197846879,1.574711775,39.39873983,3,0.987999976,2.725063562,16.59,0.987999976,0,0,1,0,1,1
"4641",1740498082,2.02502e+13,18.35072985,-64.69944811,4.0097,0.962802193,0.08530874,-0.240735528,-0.057883496,0.991886829,1.345525443,37.80954891,2,0.98299998,2.928737879,16.45,0.98299998,0,0,1,0,1,1
"4651",1740498083,2.02502e+13,18.35073342,-64.69944524,3.9217,0.988326459,0.601882106,0.796835754,-0.113513988,4.115801322,0.996571594,37.06523219,3,0.986999989,2.681275129,16.17,0.986999989,0,0,1,0,1,1
"4661",1740498084,2.02502e+13,18.35074053,-64.69943946,3.8427,0.988326459,0.619733668,0.783287383,-0.085600796,6.69710106,1.421038014,38.35090989,3,0.990999997,2.497287273,16.34,0.990999997,0,0,1,0,1,1
"4671",1740498085,2.02502e+13,18.35074738,-64.69943381,3.8027,1.05283554,0,-1.03e-14,-0.042487777,8.6194158,1.492033373,41.76927053,2,1.011999965,2.667283058,16.48,1.011999965,0,0,1,0,1,1
"4681",1740498086,2.02502e+13,18.35075242,-64.69943023,3.7417,1.085874571,0.726456951,0.683868078,-0.061727222,11.52467451,-0.882243898,46.72970402,3,1.042999983,2.327338696,16.53,1.042999983,0,0,1,0,1,1
"4691",1740498087,2.02502e+13,18.3507583,-64.69942315,3.7147,1.085874571,0.759595467,0.634995016,0.025728236,10.29907774,-2.282286116,50.10558428,3,1.06400001,2.749237537,16.34,1.06400001,0,0,1,0,1,1
"4701",1740498088,2.02502e+13,18.35076094,-64.6994163,3.6577,1.115568024,0.768443537,0.609691863,-0.057414296,7.46593048,-0.641389303,51.57113337,3,1.06400001,2.594574928,16.39,1.06400001,0,0,1,0,1,1
"4711",1740498089,2.02502e+13,18.35076679,-64.69941004,3.6097,0.960343492,0.426659056,-0.119573938,-0.049110205,5.580057373,-1.046334769,51.49200731,2,1.052999973,2.429423332,16.45,1.052999973,0,0,1,0,1,1
"4721",1740498090,2.02502e+13,18.350769,-64.69940723,3.6447,0.946280414,0.754684908,0.632041227,0.034853295,2.780777405,-1.117642396,50.05417343,3,1.02699995,2.316651344,16.34,1.02699995,0,0,1,0,1,1
"4731",1740498091,2.02502e+13,18.35077429,-64.69939948,3.6927,0.842004294,0.595980834,0.20580614,0.069818299,2.648671041,0.913666835,48.29378033,2,1.001000047,2.435786963,16.51,1.001000047,0,0,1,0,1,1
"4741",1740498092,2.02502e+13,18.35077858,-64.69939471,3.6317,0.842004294,0.709379816,0.693682826,-0.07244469,2.940302934,0.21228409,45.64099538,3,0.964999974,2.5708673,16.62,0.964999974,0,0,1,0,1,1
"4751",1740498093,2.02502e+13,18.35078183,-64.69939268,3.5127,0.869357128,0,0,-0.166896664,1.934535447,2.268353805,43.38166362,2,0.936999977,2.647997141,16.17,0.936999977,0,0,1,0,1,1
"4761",1740498094,2.02502e+13,18.35078371,-64.69938695,3.3677,0.887387349,0.668899394,0.738702442,-0.192034791,3.191732319,2.273710597,42.16104008,3,0.91900003,2.549095869,16.25,0.91900003,0,0,1,0,1,1
"4771",1740498095,2.02502e+13,18.35078849,-64.69937964,3.2277,0.944980573,0.657206526,0.747868019,-0.185892318,4.333345486,4.059278071,41.30816088,3,0.912,2.52644515,16.53,0.912,0,0,1,0,1,1
"4781",1740498096,2.02502e+13,18.35079392,-64.69937471,3.1177,0.925964495,0.646110916,0.760772351,-0.121892939,5.757067765,1.976495022,40.34068814,3,0.907000005,2.447349787,16.28,0.907000005,0,0,1,0,1,1
"4791",1740498097,2.02502e+13,18.35079489,-64.69937204,3.0737,1.000484758,-0.056830294,-0.187483765,-0.031865069,5.570651772,2.625762365,40.73685633,2,0.927999973,2.730949402,16.34,0.927999973,0,0,1,0,1,1
"4801",1740498098,2.02502e+13,18.35079543,-64.69937096,3.1127,1.047065326,0.677876691,0.72618394,0.039228655,8.49668238,0.822039707,43.02950918,3,0.953999996,2.591297388,16.48,0.953999996,0,0,1,0,1,1
"4811",1740498099,2.02502e+13,18.35080062,-64.69936421,2.9987,1.156555094,0.156914732,-0.126284459,-0.12173077,13.26520968,3.30896338,44.48138594,2,0.989000022,2.636641741,16.37,0.989000022,0,0,1,0,1,1
"4821",1740498100,2.02502e+13,18.35080505,-64.69935962,2.8627,1.210033703,0,0,-0.186275556,12.36702839,-0.075092434,44.41321038,2,1.036999941,2.671565056,16.17,1.036999941,0,0,1,0,1,1
"4831",1740498101,2.02502e+13,18.35081073,-64.69935369,2.7927,1.210033703,0.698326946,0.69666241,-0.043062547,8.975259392,-1.903746011,45.06838285,3,1.041000009,2.793962479,16.42,1.041000009,0,0,1,0,1,1
"4841",1740498102,2.02502e+13,18.35081695,-64.69934705,2.7657,1.210033703,0.703838146,0.684796425,-0.036446909,7.233114007,-2.784652045,45.78563835,3,1.034000039,2.483779192,16.31,1.034000039,0,0,1,0,1,1
"4851",1740498103,2.02502e+13,18.350823,-64.69934034,2.8187,1.210033703,0.705897912,0.672110456,0.055552216,6.798989589,-2.244756134,46.40457324,3,1,1.469268203,16.34,1,0,0,1,0,1,1
"4861",1740498104,2.02502e+13,18.35082909,-64.69933371,2.8097,1.210033703,0.692061356,0.684111689,-0.004174658,5.695651535,-0.449727777,45.33099006,3,0.947000027,1.277507305,16.23,0.947000027,0,0,1,0,1,1
"4871",1740498105,2.02502e+13,18.35083303,-64.6993296,2.7707,1.314312395,0,0,-0.032353797,3.972787355,2.248472612,43.32075539,2,0.838,1.908947706,16.59,0.838,0,0,1,0,1,1
"4881",1740498106,2.02502e+13,18.35083764,-64.69932529,2.6997,1.314312395,0.634845253,0.747654375,-0.05784597,2.754270712,2.593505077,40.33513178,3,0.759000003,1.095082879,16.53,0.759000003,0,0,1,0,1,1
"4891",1740498107,2.02502e+13,18.35084373,-64.69932024,2.5947,1.314312395,0.293188589,0.396456877,-0.104817513,1.673295346,6.682268445,36.48375407,3,0.700999975,2.073258877,16.28,0.700999975,0,0,1,0,1,1
"4901",1740498108,2.02502e+13,18.35084738,-64.69931756,2.3837,1.314312395,0.276942723,0.41095321,-0.211120059,0.490604713,5.08656621,33.97617216,3,0.68900001,2.484743834,16.56,0.68900001,0,0,1,0,1,1
"4911",1740498109,2.02502e+13,18.35085112,-64.69931499,2.1907,1.314312395,0.265856927,0.420512428,-0.241045251,-0.483396193,1.897075048,32.30195901,3,0.680999994,2.167647362,16.59,0.680999994,0,0,1,0,1,1
"4921",1740498110,2.02502e+13,18.35085494,-64.69931254,1.9047,1.314312395,0.254211162,0.428824912,-0.25571181,-1.904698823,-1.936839997,30.65984434,3,0.702000022,2.132563114,16.59,0.702000022,0,0,1,0,1,1
"4931",1740498111,2.02502e+13,18.35085575,-64.69931135,1.7727,0.893154039,0.068415488,0.000548008,-0.090969736,0.092717397,-2.33846124,29.59970981,2,0.768000007,2.329403162,16.56,0.768000007,0,0,1,0,1,1
"4941",1740498112,2.02502e+13,18.35085827,-64.69930987,1.7157,1.064217011,0.245894332,0.541344869,-0.078296673,3.738483181,-0.752736795,26.17811167,2,0.848999977,2.390497684,16.42,0.848999977,0,0,1,0,1,1
"4951",1740498113,2.02502e+13,18.35086149,-64.69930819,1.6987,1.064217011,0,0,-0.004608172,6.222808285,4.706367009,26.52734961,3,0.952000022,2.488314867,16.23,0.952000022,0,0,1,0,1,1
"4961",1740498114,2.02502e+13,18.35086149,-64.69930819,1.5267,1.064217011,0,0,-0.175881007,1.359901182,-1.821079988,44.75142781,3,1.01699996,2.360456944,16.48,1.01699996,0,0,1,0,1,1
"4971",1740498115,2.02502e+13,18.35086439,-64.69930471,1.3647,1.322470424,0.299734759,-0.056626769,-0.169816126,-15.07539744,-2.037491621,101.2866382,2,1.113000035,2.591408253,16.42,1.113000035,0,0,1,0,1,1
"4981",1740498116,2.02502e+13,18.35086359,-64.69930019,1.2587,1.176365129,0.617097876,-0.296216814,-0.10585437,-5.108554305,6.293116997,-191.0842903,2,1.172999978,2.501943111,16.59,1.172999978,0,0,1,0,1,1
"4991",1740498117,2.02502e+13,18.35085829,-64.69930333,1.0787,1.176365129,-0.641978845,-0.752256521,-0.160471947,3.429917322,3.991108917,-139.5224703,3,1.246999979,1.68991375,16.51,1.246999979,0,0,1,0,1,1
"5001",1740498118,2.02502e+13,18.35085368,-64.6993078,1.1227,1.359281954,-0.25317783,-0.283056115,0.05693397,6.217442316,-4.361681816,-133.2064555,2,1.31400001,2.677799702,16.12,1.31400001,0,0,1,0,1,1
"5011",1740498119,2.02502e+13,18.3508492,-64.69931311,1.2547,1.641828246,-0.646556949,-0.528004286,0.134974765,6.717793979,-9.686453093,-137.0796659,2,1.411000013,2.456977129,16.23,1.411000013,0,0,1,0,1,1
"5021",1740498120,2.02502e+13,18.350844,-64.69931877,1.4657,1.633517034,-0.57321841,-0.625249309,0.247006968,4.423042123,-10.49223812,-144.0194957,2,1.455000043,2.456977129,16.25,1.455000043,0,0,1,0,1,1
"5031",1740498121,2.02502e+13,18.35084102,-64.69931948,1.6627,1.484893842,-0.41729778,-0.745792617,0.224048793,0.89561912,-7.506156039,-152.3301314,2,1.496000051,2.713030577,16.56,1.496000051,0,0,1,0,1,1
"5041",1740498122,2.02502e+13,18.35083739,-64.69932032,1.8257,1.470169478,-0.369449434,-0.916206074,0.222147555,1.395749656,-10.9449731,-158.0388738,3,1.523000002,2.734176636,16.28,1.523000002,0,0,1,0,1,1
"5051",1740498123,2.02502e+13,18.35083234,-64.69932304,2.1067,1.272490699,-2.46e-14,0,0.225359711,1.02100415,-7.524457538,-165.0921532,2,1.460999966,2.707249641,16.17,1.460999966,0,0,1,0,1,1
"5061",1740498124,2.02502e+13,18.35082552,-64.69932481,2.3087,1.133715458,-0.179245695,-0.937120019,0.21874381,1.434900314,-7.869030459,-169.1717173,3,1.368000031,2.546250582,16.31,1.368000031,0,0,1,0,1,1
"5071",1740498125,2.02502e+13,18.35081716,-64.69932618,2.3837,1.133715458,-0.123323986,-0.921809996,0.113776383,1.812494651,-3.383372981,-172.3800154,3,1.271999955,2.566151857,16.14,1.271999955,0,0,1,0,1,1
"5081",1740498126,2.02502e+13,18.35080891,-64.69932748,2.4057,1.133715458,-0.16082112,-0.918205499,0.036454625,3.79258086,-0.121857182,-170.0656323,3,1.18599999,2.352780342,16.48,1.18599999,0,0,1,0,1,1
"5091",1740498127,2.02502e+13,18.35080065,-64.69932933,2.3837,1.133715458,-0.229960206,-0.918295559,-0.02276651,6.272417675,-1.146709557,-165.9411323,3,1.128000021,2.732089996,16.31,1.128000021,0,0,1,0,1,1
"5101",1740498128,2.02502e+13,18.35079239,-64.69933184,2.3267,1.133715458,-0.287501658,-0.916117742,-0.068098854,6.863393174,2.1041052,-162.5768395,3,1.123000026,2.732089996,16.28,1.123000026,0,0,1,0,1,1
"5111",1740498129,2.02502e+13,18.3507874,-64.69933221,2.3087,1.276764398,0.208986506,-0.54048733,-0.060855104,6.760346927,2.677339062,-157.0203147,2,1.154999971,2.687595606,16.25,1.154999971,0,0,1,0,1,1
"5121",1740498130,2.02502e+13,18.3507837,-64.69933377,2.1907,1.57764203,-3.52e-14,3.52e-14,-0.152671598,8.325639014,0.413670475,-153.4460618,2,1.246999979,2.717483044,16.31,1.246999979,0,0,1,0,1,1
"5131",1740498131,2.02502e+13,18.35078042,-64.69933574,2.1377,1.738886,-0.375502599,-0.831499359,-0.065789101,8.195189184,-2.41269347,-151.7880601,2,1.389999986,2.656835079,16.17,1.389999986,0,0,1,0,1,1
"5141",1740498132,2.02502e+13,18.35077733,-64.69933761,2.1997,1.739811105,-0.002205775,-0.589543798,0.068105957,6.707440262,-3.392837919,-153.6219528,2,1.495000005,2.586233854,16.25,1.495000005,0,0,1,0,1,1
"5151",1740498133,2.02502e+13,18.35077524,-64.69934031,2.3267,1.719473035,-0.04871912,-0.033282271,0.13758863,4.153824145,-3.468789863,-155.9077311,2,1.572999954,2.556468487,16.39,1.572999954,0,0,1,0,1,1
"5161",1740498134,2.02502e+13,18.35077072,-64.69934127,2.5597,1.669664678,-0.35617145,-0.602460621,0.246814853,2.640476518,-9.682459993,-155.6909818,2,1.633000016,2.556468487,16.2,1.633000016,0,0,1,0,1,1
"5171",1740498135,2.02502e+13,18.35076198,-64.69934323,2.7527,1.505955201,-0.318268304,-0.89901438,0.223923829,-0.202526654,-10.69915109,-160.5051194,3,1.654000044,2.556468487,16.37,1.654000044,0,0,1,0,1,1
"5181",1740498136,2.02502e+13,18.35075665,-64.69934526,2.9457,1.451789813,-0.296406026,-0.896234165,0.192902279,-2.21927525,-9.73677453,-161.6997746,3,1.590000033,2.605762959,16.17,1.590000033,0,0,1,0,1,1
"5191",1740498137,2.02502e+13,18.35075367,-64.69934267,3.0957,1.095635228,0.005615414,-0.231555059,0.187657698,-0.488678439,-5.833639762,-162.9774029,2,1.501000047,2.757020473,16.28,1.501000047,0,0,1,0,1,1
"5201",1740498138,2.02502e+13,18.35074911,-64.69934322,3.2667,1.076214639,-0.287583307,-0.883082592,0.088931802,0.329263954,-3.681195376,-161.9617807,3,1.406999946,2.602411032,16.17,1.406999946,0,0,1,0,1,1
"5211",1740498139,2.02502e+13,18.35074764,-64.69934452,3.3637,1.009389007,1.42e-14,0,0.117798723,2.970285981,-2.494995358,-160.6374612,2,1.30400002,2.641549587,16.37,1.30400002,0,0,1,0,1,1
"5221",1740498140,2.02502e+13,18.35074215,-64.69934589,3.3677,1.039904151,0.09541103,-0.189736218,0.011927299,3.241356649,-0.170924211,-161.6224158,2,1.194000006,2.465137482,16.23,1.194000006,0,0,1,0,1,1
"5231",1740498141,2.02502e+13,18.35074156,-64.6993451,3.2887,1.107792273,-1.33e-14,-1.33e-14,-0.072015371,3.14393848,4.14391994,-160.7800346,2,1.151000023,2.465137482,16.37,1.151000023,0,0,1,0,1,1
"5241",1740498142,2.02502e+13,18.35073721,-64.69934682,3.2227,1.156970297,-0.341518544,-0.874952637,-0.098813587,4.570309165,4.806035727,-158.6779612,3,1.149000049,2.465137482,16.34,1.149000049,0,0,1,0,1,1
"5251",1740498143,2.02502e+13,18.35073269,-64.69935005,3.1267,1.416769108,-0.315060204,-0.803617119,-0.092012414,6.213000557,4.4278668,-157.0325134,2,1.200999975,2.465137482,16.34,1.200999975,0,0,1,0,1,1
"5261",1740498144,2.02502e+13,18.35072642,-64.69935281,3.0827,1.532765318,0,0,0.005026735,6.420553432,1.059103278,-153.9940344,2,1.300999999,2.465137482,16.37,1.300999999,0,0,1,0,1,1
"5271",1740498145,2.02502e+13,18.35072138,-64.6993554,3.0957,1.613115064,-0.430525024,-0.867462046,0.017348251,3.624112476,-0.526246894,-153.6046588,3,1.388000011,2.465137482,16.37,1.388000011,0,0,1,0,1,1
"5281",1740498146,2.02502e+13,18.35071875,-64.69935689,3.1707,1.634117063,0.630096003,-0.251381667,0.07936017,0.448369689,-3.352100095,-153.9101733,2,1.465999961,2.465137482,16.31,1.465999961,0,0,1,0,1,1
"5291",1740498147,2.02502e+13,18.35071685,-64.69935821,3.2407,1.542730079,0.258547597,0.593097461,0.093856368,-1.720309689,-5.824238003,-156.8576059,2,1.521999955,2.465137482,16.39,1.521999955,0,0,1,0,1,1
"5301",1740498148,2.02502e+13,18.35071649,-64.6993608,3.3417,1.432221226,0.158716417,0.78688563,0.115570932,-2.74431955,-5.14513425,-159.0976765,2,1.539999962,2.465137482,16.45,1.539999962,0,0,1,0,1,1
"5311",1740498149,2.02502e+13,18.3507118,-64.69936292,3.5127,1.343140766,-0.324345925,-0.884977191,0.161542949,-2.85764865,-5.409408877,-159.8720699,3,1.519999981,2.465137482,16.34,1.519999981,0,0,1,0,1,1
"5321",1740498150,2.02502e+13,18.35070678,-64.69936396,3.6357,1.326062966,-0.330711347,-0.879829535,0.130103508,-0.034338682,-5.114590913,-159.3997622,3,1.475000024,2.799631357,16.34,1.475000024,0,0,1,0,1,1
"5331",1740498151,2.02502e+13,18.35070061,-64.69936616,3.7237,1.16833808,-0.102004235,-0.249533866,0.08202867,1.965967989,-1.996153594,-158.0752241,2,1.41900003,2.73908329,16.34,1.41900003,0,0,1,0,1,1
"5341",1740498152,2.02502e+13,18.35069493,-64.69936901,3.8157,1.15793539,-0.276892259,-0.562953061,0.042601523,4.717999679,-0.859964666,-156.7999317,2,1.376000047,2.805418253,16.37,1.376000047,0,0,1,0,1,1
"5351",1740498153,2.02502e+13,18.35069338,-64.6993684,3.7457,1.131361217,-0.353690322,-0.874421683,-0.105485981,2.520795766,1.981265911,-157.9774704,3,1.274000049,2.805418253,16.48,1.274000049,0,0,1,0,1,1
"5361",1740498154,2.02502e+13,18.35068633,-64.69937136,3.6977,1.131361217,-0.346494533,-0.868484875,-0.06967823,2.857502015,5.317469375,-158.2498175,3,1.254999995,2.805418253,16.34,1.254999995,0,0,1,0,1,1
"5371",1740498155,2.02502e+13,18.35068204,-64.69937622,3.6407,1.326820642,-0.097678068,-0.367320929,-0.075487684,3.421703163,3.303973925,-157.7569372,2,1.268000007,2.805418253,16.34,1.268000007,0,0,1,0,1,1
"5381",1740498156,2.02502e+13,18.35068113,-64.69937606,3.6317,1.408585752,-0.363595252,-0.875739456,0.012825802,3.681348201,2.44299839,-157.4524882,3,1.302000046,2.805418253,16.14,1.302000046,0,0,1,0,1,1
"5391",1740498157,2.02502e+13,18.35067946,-64.69937762,3.5477,1.537922733,-0.397199777,-0.712471271,-0.085183288,1.161340468,1.971456262,-159.0349343,2,1.373000026,2.805418253,16.28,1.373000026,0,0,1,0,1,1
"5401",1740498158,2.02502e+13,18.35067411,-64.6993795,3.5617,1.548848949,0.11842399,0.062321901,0.013852797,-0.881959164,-0.803842796,-158.8144421,2,1.434000015,2.805418253,16.25,1.434000015,0,0,1,0,1,1
"5411",1740498159,2.02502e+13,18.35067346,-64.69938102,3.6797,1.553225144,0,0,0.123030358,-0.872176569,-3.318900668,-158.2999374,2,1.496000051,2.805418253,16.06,1.496000051,0,0,1,0,1,1
"5421",1740498160,2.02502e+13,18.35066916,-64.69938354,3.8157,1.539641384,-0.070076056,0.000102326,0.141221114,-0.795603024,-5.417884291,-159.3399844,2,1.534999967,2.805418253,16.28,1.534999967,0,0,1,0,1,1
